,Productos,Precio/Kg,Precios,PrecioPrevio,Ofertas,Promociones
2070,"
Queso fresco batido quark protein de menta y chocolate Valio sin lactosa 175 g.","
 175 G. |
7,54 €/kg","1,32 €",,,
2071,"
Carne de Membrillo ecológica Santa Teresa 200 g ","
 Envase De 200.0 G. Aprox |
12,95 €/kg","2,59 €",,,
2072,"
Queso fresco light El Ventero sin gluten pack de 4 unidades de 62,5 g.","
 Pack 4x62,5 G. |
6,00 €/kg","1,50 €",,,
2073,"
Queso feta griego Salakis 200 g.","
 200 G. |
14,50 €/kg","2,90 €",,,
2074,"
Queso fresco feta ecológico Taverna 150 g.","
 150 G |
20,67 €/kg","3,10 €",,,
2075,"
Queso fresco max protein 0% materia grasa Palancares pack de 4 unidades de 62,5 g.","
 Pack 4x62.5 G. |
7,92 €/kg","1,98 €",,,
2076,"
Queso Burgos línea sin sal añadida 0% materia grasa García Baquero pack de 4 unidades de 60 g.","
 Pack 4x60 G. |
8,75 €/kg","2,10 €",,,
2077,"
Queso fresco 0 % con trozos de fresa Carrefour 500 g.","
 500 G. |
3,96 €/kg","1,98 €",,,
2078,"
Queso de Burgos fresco natural Paus 250 g.","
 250 G. |
4,76 €/kg","1,00 €",,,
2079,"
Queso Burgos línea natural García Baquero pack de 2 unidaes de 225 g.","
 Pack 2x225 G. |
7,89 €/kg","3,55 €",,,
2080,"
Queso feta ecológico D.O.P Hotos 200 g","
 200 G |
19,75 €/kg","3,95 €",,,
2081,"
Queso fresco natural Palancares sin gluten 1kg","
 1 Kg. |
5,25 €/kg","5,25 €",,,
2082,"
Requesón light Albe pack de 2 unidades de 150 g.","
 2x150 G. |
6,97 €/kg","2,09 €",,,
2083,"
Rulo fresco de cabra en lonchas El Pastor 125 g.","
 125 G. |
17,20 €/kg","2,15 €",,,
2084,"
Queso fresco natural El Ventero 1 kg.","
 1 Kg. |
6,25 €/kg","6,25 €",,,
2085,,,,,,
2086,"
Leche condensada Carrefour 170 g.","
 170 G. |
6,18 €/kg","1,05 €",,,
2087,"
Leche semidesnatada Central Lechera Asturiana 16 cápsulas","
 16 Cápsulas. |
23,12 €/kg","3,70 €",,,
2088,"
Leche en polvo desnatada Paño Nature 250 g.","
 250 G. |
15,40 €/kg","3,85 €",,,
2089,"
Crema de leche Tassimo 16 cápsulas","
 16 Cápsulas. |
13,14 €/kg","4,52 €",,,
2090,,,,,,
2091,"
Langostino vannamei cocido 30/40 piezas Carrefour 400 g.","
 400 G. |
10,38 €/kg","4,15 €",,,
2092,"
Corazones de alcachofa troceados Findus 300 g.","
 300 G. |
10,17 €/kg","3,05 €",,,5€ dto.
2093,"
Pulpo congelado 1 Kg aprox","
 Bandeja De 1000.0 G. Aprox |
10,90 €/kg","10,90 €",,,
2094,"
Salteado de verduras especial wok Grand Krust 350 g.","
 350 G. |
8,71 €/kg","3,05 €",,,
2095,"
Yuca en trozos Goya 500 g.","
 500 G. |
3,12 €/kg","1,56 €",,,
2096,"
Tronquitos de Alaska sabor cangrejo Frudesa 450 g.","
 450 G. |
6,33 €/kg","2,85 €",,,
2097,"
Filete de merluza Argentina congelada Carrefour 1 kg.","
 1 Kg. |
7,47 €/kg","7,47 €",,,
2098,"
Pulpo entero congelado 1 Kg aprox","
 Bandeja De  1000.0 G. Aprox |
9,99 €/kg","9,99 €",,,
2099,"
Langostino extra grande cocido 24/32 Carrefour 800 g.","
 800 G. |
11,56 €/kg","9,25 €",,,
2100,"
Finas del mar con gambas al ajillo 175 g","
 175 G |
9,09 €/kg","1,59 €",,,
2101,"
Gamba gabardina con ajo y perejil congelada 400 g","
 400 G |
14,98 €/kg","5,99 €",,,
2102,"
Batata Carrefour Extra 500 g.","
 500 G. |
4,58 €/kg","2,29 €",,,
2103,"
Letras de patata Carrefour 600 g.","
 600 G. |
2,72 €/kg","1,63 €",,,
2104,"
Langostino cocido pelado grande Pescanova 180 g.","
 200 G. |
23,50 €/kg","4,70 €",,,
2105,"
Pan de molde Panceliac sin gluten sin lactosa 400 g.","
 |
6,88 €/kg","2,75 €",,,
2106,"
Barra Baguettina 100 g  sin gluten","
 100 G |
9,00 €/kg","0,99 €",,,
2107,"
Sueños (Angulas) 200 g.","
 200 G. |
10,45 €/kg","2,09 €",,,
2108,"
Menestra de la huerta Findus 750 g.","
 750 G. |
4,92 €/kg","3,69 €",,,5€ dto.
2109,"
Lomo de salmón congelado 125 g","
 125 G. |
28,00 €/kg","3,50 €",,,
2110,"
Pan pepito Panceliac sin gluten y sin lactosa 50 g.","
 50 G. |
12,40 €/kg","0,62 €",,,
2111,"
Filetes de pez espada congelados 700 g","
 700 G |
12,79 €/kg","8,95 €",,,
2112,"
Patatas corte para bravas Carrefour 750 g.","
 750 G. |
1,60 €/kg","1,20 €",,,
2113,"
Filete de rosada congelado 540 g","
 540 G. |
13,92 €/kg","8,35 €",,,
2114,"
Guisantes Castillo de Marcilla 750 g.","
 750 G. |
2,03 €/kg","1,52 €",,,
2115,,,,,,
2116,"
Margarina reduce el colesterol sabor mantequilla Flora sin gluten sin lactosa 250 g.","
 250 G. |
10,60 €/kg","2,65 €",,,
2117,"
Mantequilla con sal Président 250 g.","
 250 G. |
11,72 €/kg","2,93 €",,,
2118,"
Mantequilla Président 250 g.","
 250 G. |
11,72 €/kg","2,93 €",,,
2119,"
Mantequilla sin sal Lurpak 200 g.","
 200 G. |
13,50 €/kg","2,70 €",,,5€ dto.
2120,"
Mantequilla tradicional Central Lechera Asturiana 250 g.","
 250 G. |
9,60 €/kg","2,40 €",,,
2121,"
Mantequilla Reny Picot 250 g.","
 250 G. |
7,56 €/kg","1,89 €",,,
2122,"
Mantequilla fácil de untar Lurpak 200 g. ","
 200 G.  |
15,25 €/kg","3,05 €",,,5€ dto.
2123,"
Margarina reduce el colesterol ProtActiv Flora sin gluten sin lactosa 500 g.","
 500 G. |
9,20 €/kg","4,60 €",,,
2124,"
Margarina con Omega 3 Carrefour 500 g.","
 500 G. |
2,68 €/kg","1,34 €",,,
2125,"
Mantequilla con sal Lurpack 200 g.","
 200 G. |
14,00 €/kg","2,80 €",,,5€ dto.
2126,"
Mantequilla De Nuestra Tierra 250 g.","
 250 G. |
18,80 €/kg","4,70 €",,,
2127,"
Mantequilla faácil de untar Président 250 g.","
 250 G. |
10,60 €/kg","2,65 €",,,
2128,"
Mantequilla con aceite de oliva Central Lechera Asturiana 250 g.","
 250 G. |
9,56 €/kg","2,39 €",,,
2129,"
Margarina original Flora sin gluten sin lactosa 250 g.","
 250 G. |
6,00 €/kg","1,50 €",,,
2130,"
Mantequilla Pascual 500 g.","
 500 G. |
9,20 €/kg","4,60 €",,,
2131,"
Mantequilla con granos de sal de mar Président 250 g.","
 250 G. |
13,56 €/kg","3,39 €",,,
2132,"
Mantequilla La Asturiana sin lactosa 250 g.","
 250 G. |
9,96 €/kg","2,49 €",,,
2133,"
Mantequilla ecológica Président 250 g.","
 250 G. |
14,40 €/kg","3,60 €",,,
2134,"
Margarina reduce el colesterol oliva ProActiv Flora sin gluten sin lactosa 225 g.","
 225 G. |
13,33 €/kg","3,00 €",,,
2135,"
Margarina light con aceite de oliva Carrefour 500 g.","
 500 G. |
3,80 €/kg","1,90 €",,,
2136,"
Mantequilla ecológica Asana 100 g.","
 100 G. |
14,90 €/kg","1,49 €",,,
2137,"
Mantequilla tradicional Arias 235 g.","
 235 G. |
11,28 €/kg","2,65 €",,,
2138,"
Mantequilla con sal De Nuestra Tierra 250 g.","
 250 G. |
18,80 €/kg","4,70 €",,,
2139,"
Margarina original Tulipán 250 g.","
 250 G. |
4,52 €/kg","1,13 €",,,
2140,,,,,,
2141,"
Bebida de avena sin azúcares añadidos Kaiku sin lactosa 1 l","
 1 L. |
1,59 €/l","1,59 €",,,2ª al -50%
2142,"
Bebida de arroz original sin azúcar añadido Alpro Central Lechera Asturiana brik 1 l.","
 1 L. |
1,04 €/l","1,04 €",,,3x2
2143,"
Bebida de soja Carrefour ligera con calcio brik 1 l.","
 1 L. |
0,90 €/l","0,90 €",,,
2144,"
Bebida de soja con calcio ecológica Carrefour Bio brik 1 l.","
 1 L. |
1,36 €/l","1,36 €",,,
2145,"
Bebida de avena sin azúcar añadido YoSoy pack de 3 briks de 250 ml.","
 Pack 3x250 Ml. |
2,40 €/l","1,80 €",,,
2146,"
Bebida de soja sabor chocolate Carrefour brik 1 l.","
 1 L. |
0,85 €/l","0,85 €",,,
2147,"
Bebida de coco original con arroz sin azúcares añadidos Alpro Central Lechera Asturiana brik 1 l.","
 1 L. |
1,79 €/l",,"
1,96 €","
1,79 €",3x2
2148,"
Bebida de arroz y nuez Borges sin gluten brik 1 l.","
 1 L. |
2,42 €/l","2,42 €",,,2x1 Acumulación
2149,"
Bebida de almendras sabor natural ViveSoy brik 1 l.","
 1 L. |
1,79 €/l","1,79 €",,,2x1 Acumulación
2150,"
Bebida de avena barista Oatly 1 l.","
 1 L. |
2,35 €/l","2,35 €",,,
2151,"
Bebida de soja Carrefour sabor vainilla con calcio brik 1 l.","
 1 L. |
1,00 €/l","1,00 €",,,
2152,"
Bebida de avena sin azúcares añadidos ecológica Joya brik 1 l.","
 1 L. |
1,68 €/l","1,68 €",,,
2153,"
Bebida de arroz y avellana Borges Natura sin gluten y sin lactosa 1 l.","
 1 L. |
2,35 €/l","2,35 €",,,
2154,"
Bebida de avena con calcio ecológica Soria Natural brik 1 l.","
 1 L. |
1,73 €/l","1,73 €",,,
2155,"
Bebida de almendra sin azúcar añadido ecológica Ecocesta sin gluten brik 1 l.","
 1 L. |
2,30 €/l","2,30 €",,,
2156,"
Bebida de avena sin azúcar Santal brik 1 l.","
 1 L. |
1,39 €/l","1,39 €",,,2x1 Acumulación
2157,"
Bebida de soja sabor chocolate con calcio ecológica Carrefour Bio sin gluten brik 1 l.","
 1 L. |
1,70 €/l","1,70 €",,,
2158,"
Bebida de soja ligera Carrefour brik 1 l.","
 1 L. |
0,85 €/l","0,85 €",,,
2159,"
Bebida de almendras Almendrola sin gluten brik 1 l.","
 1 L. |
1,80 €/l","1,80 €",,,
2160,"
Bebida de avena ecológica Oatly brik 1 l.","
 1 L. |
2,35 €/l","2,35 €",,,
2161,"
Bebida de soja Carrefour con chocolate brik 1 l.","
 1 L. |
1,00 €/l","1,00 €",,,
2162,"
Bebida de avena con calcio ecológica Oatly 1 l.","
 1 L. |
2,39 €/l","2,39 €",,,
2163,"
Bebida de soja con zumo de naranja ViveSoy brik 1 l.","
 1 L. |
1,37 €/l","1,37 €",,,
2164,"
Bebida de arroz y coco sin azúcar añadido ecológica Ecocest  brik 1 l.","
 1 L. |
2,05 €/l","2,05 €",,,
2165,,,,,,
2166,"
Bebida láctea desnatada Omega 3 Puleva brik 1.","
 1 L. |
1,29 €/l",,"
1,39 €","
1,29 €",
2167,"
Leche desnatada Pascual sin lactosa brik 1 l.","
 1 L. |
0,99 €/l","0,99 €",,,
2168,"
Leche semidesnatada con calcio Carrefour brik 1 l.","
 1 L. |
0,70 €/l","0,70 €",,,
2169,"
Leche entera Carrefour pack de 6 briks de 200 ml.","
 Pack 6x200 Ml. |
1,08 €/l","1,29 €",,,
2170,"
Leche desnatada con calcio Pascual brik 1 l.","
 1 L. |
1,39 €/l","1,39 €",,,
2171,"
Leche entera Pascual pack de 6 briks de 200 ml.","
 Pack 6x200 Ml. |
1,57 €/l","1,88 €",,,
2172,"
Leche desnatada con calcio Carrefour brik 1 l.","
 1 L. |
0,70 €/l","0,70 €",,,
2173,"
Leche entera Carrefour sin lactosa brik 1 l.","
 1 L. |
0,75 €/l","0,75 €",,,
2174,"
Leche desnatada 0% MG Central Lechera Asturiana brik 1 l.","
 1 L. |
0,79 €/l","0,79 €",,,
2175,"
Leche desnatada Central Lechera Asturiana botella 1,5 l.","
 1,5 L. |
0,83 €/l","1,25 €",,,
2176,"
Leche semidesnatada brik 1 l.","
 1 L. |
0,55 €/l","0,55 €",,,
2177,"
Leche entera brik 1 l.","
 1 L. |
0,55 €/l","0,55 €",,,
2178,"
Leche semidesnatada Puleva sin lactosa botella 1 l.","
 1 L. |
0,99 €/l","0,99 €",,,
2179,"
Leche entera fresca Carrefour botella 1,5 l.","
 1,5 L. |
0,77 €/l","1,15 €",,,
2180,"
Leche semidesnatada con calcio Pascual brik 1 l.","
 1 L. |
1,39 €/l","1,39 €",,,
2181,"
Bebida láctea crecimiento y desarrollo Puleva Max sin gluten brik 1 l.","
 1 L. |
1,31 €/l","1,31 €",,,
2182,"
Leche desnatada 0% MG Puleva sin lactosa botella 1 l.","
 1 L. |
0,99 €/l","0,99 €",,,
2183,"
Leche desnatada ecológica Carrefour Bio  brik 1 l.","
 1 L. |
0,99 €/l","0,99 €",,,
2184,"
Leche desnatada  suprema Central Lechera Asturiana sin lactosa brik 1 l.","
 1 L. |
1,04 €/l","1,04 €",,,
2185,"
Leche entera Central Lechera Asturiana sin lactosa brik 1 l.","
 1 L. |
0,89 €/l",,"
0,93 €","
0,89 €",
2186,"
Leche semidesnatada Kaiku sin lactosa brik 1 l.","
 1 L. |
0,99 €/l","0,99 €",,,
2187,"
Leche entera Pascual sin lactosa brik 1 l.","
 1 L. |
0,99 €/l","0,99 €",,,
2188,"
Bebida láctea semidesnatada fibra Central Lechera Asturiana brik 1 l.","
 1 L. |
1,19 €/l","1,19 €",,,
2189,"
Leche entera fresca Central Lechera Asturiana 1 l.","
 1 L. |
0,92 €/l","0,92 €",,,
2190,,,,,,
2191,"
Corazones de palmito ecológico Carrefour Bio 250 g.","
 250 G. |
14,80 €/kg","3,70 €",,,
2192,"
Pizza 4 quesos ecológica Carrefour Bio 350 g.","
 350 G. |
11,71 €/kg","4,10 €",,,
2193,"
Comino molido ecológico Artemis Bio 35 g.","
 35 G. |
68,57 €/kg","2,40 €",,,
2194,"
Falafel ecológico Gerblé Bio 250 g.","
 250 G. |
16,60 €/kg","4,15 €",,,3x2
2195,"
Avellanas tostadas sin sal añadida ecológicas Carrefour Bio 90 g.","
 90 G. |
35,00 €/kg","3,15 €",,,
2196,"
Arroz largo ecológico Carrefour Bio 500 g.","
 500 G. |
3,12 €/kg","1,56 €",,,
2197,"
Patatas fritas en aceite de oliva virgen extra ecológicas Carrefour Bio 40 g.","
 40 G. |
15,00 €/kg","0,60 €",,,
2198,"
Pimienta negra en grano ecológica Carrefour Bio 40 g.","
 40 G. |
52,25 €/kg","2,09 €",,,
2199,"
Aceite de coco ecológico Carrefour Bio 460 ml.","
 460 Ml. |
10,33 €/l","4,75 €",,,
2200,"
Palitos de chocolate con leche Carrefour Bio 125 g.","
 125 G. |
12,16 €/kg","1,52 €",,,
2201,"
Horchata de chufa ecológica Carrefour Bio sin gluten brik 1 l.","
 1 L. |
1,82 €/l","1,82 €",,,
2202,"
Yogur natural desnatado con leche de oveja pasteurizada ecológica Carrefour Bio 420 g.","
 420 G. |
7,14 €/kg","3,00 €",,,
2203,"
Pulpa de tomate ecológico Carrefour Bio 330 g.","
 330 G. |
4,36 €/kg","1,44 €",,,
2204,"
Mermelada de albaricoque ecológica Carrefour Bio 350 g.","
 350 G. |
5,43 €/kg","1,90 €",,,
2205,"
Galletas con avena y chocolate ecológicas Bio Darma 125 g.","
 125 G. |
17,20 €/kg","2,15 €",,,
2206,"
Jengibre molido ecológico Carrefour Bio sin gluten 25 g.","
 25 G. |
83,60 €/kg","2,09 €",,,
2207,"
Corazones de alcachofas 5/8 ecológicos Carrefour Bio 200 g.","
 200 G. |
21,75 €/kg","4,35 €",,,
2208,"
Preparado para bebida de cacao ecológico Carrefour Bio 500 g.","
 500 G. |
7,90 €/kg","3,95 €",,,
2209,"
Canela molida ecológica Carrefour Bio sin gluten 30 g.","
 25 G. |
83,60 €/kg","2,09 €",,,
2210,"
Pimentón dulce ecológico Carrefour Bio 38 g.","
 30 G. |
52,63 €/kg","2,00 €",,,
2211,"
Hinojo en bolsitas ecológico Carrefour Bio 20 ud.","
 20 Ud. |
66,79 €/kg","1,87 €",,,
2212,"
Té verde ecológico Carrefour Bio 80 g.","
 80 G. |
19,88 €/kg","1,59 €",,,
2213,"
Curry ecológico Carrefour Bio 30 g.","
 30 G. |
75,00 €/kg","2,25 €",,,
2214,"
Albahaca ecológica Carrefour Bio 12 g.","
 10 G. |
165,00 €/kg","1,98 €",,,
2215,,,,,,
2216,"
Queso en lonchas semicurado Navidul 80 g.","
 80 G. |
12,50 €/kg","1,00 €",,,
2217,"
Dados de queso Arla 150 g.","
 150 G. |
16,60 €/kg","2,49 €",,,5€ dto.
2218,"
Queso Kiri natural 216 g.","
 216 G. |
16,20 €/kg","3,50 €",,,
2219,"
Queso rallado gouda Miraflores sin lactosa 150 g.","
 150 G. |
13,93 €/kg","2,09 €",,,
2220,"
Queso en lonchas gouda Arla 150 g.","
 150 G. |
14,33 €/kg","2,15 €",,,5€ dto.
2221,"
Queso para untar sin lactosa Carrefour No Lactosa 200 g.","
 200 G. |
6,25 €/kg","1,25 €",,,
2222,"
Queso lonchas García Baquero sin lactosa 150 g.","
 150 G. |
17,67 €/kg","2,65 €",,,3x2
2223,"
Queso mezcla tierno Granja la Luz 325 g aprox","
 Pieza De  325.0 G. Aprox |
7,80 €/kg","2,53 €",,,
2224,"
Queso en lonchas suave 30% menos grasa Burgo de Arias 125 g.","
 125 G. |
16,80 €/kg","2,10 €",,,
2225,"
Queso mozzarella  fresca Miraflores sin lactosa 125 g.","
 125 G. |
10,72 €/kg","1,34 €",,,
2226,"
Queso semicurado light en lonchas García Baquero 150 g.","
 150 G. |
16,00 €/kg","2,40 €",,,3x2
2227,"
Queso en lonchas de oveja Carrefour 200 g.","
 200 G. |
11,00 €/kg","2,20 €",,,
2228,"
Queso manchego de oveja curado De Nuestra Tierra cuña 1/8 300 g aprox","
 Envase De  300.0 G. Aprox |
17,90 €/kg","5,37 €",,,
2229,"
Queso cheddar en lonchas Arla 150 g.","
 150 G. |
15,93 €/kg","2,39 €",,,5€ dto.
2230,"
Queso rallado cheddar Margui 200 g.","
 200 G. |
8,40 €/kg","1,68 €",,,
2231,"
Queso fresco de vaca semigraso de Burgos Angulo 150 g aprox","
 Envase De 150.0 G. Aprox |
8,50 €/kg","1,27 €",,,
2232,"
Queso fresco cottage cheese Exquisa 200 g","
 200 G |
6,80 €/kg","1,36 €",,,
2233,"
Queso rallado emmental ecológico Carrefour Bio 200g.","
 200 G. |
12,00 €/kg","2,40 €",,,
2234,"
Queso azul de Bresse Carrefour cuña 250 g ","
 250 G |
11,00 €/kg","2,75 €",,,
2235,"
Queso burguer con cheddar El Caserío 185 g.","
 185 G. |
8,97 €/kg","1,66 €",,,
2236,"
Queso idiazábal de oveja viejo 200 g aprox","
 Envase De  200.0 G. Aprox |
21,90 €/kg","4,38 €",,,
2237,"
Queso brie snacking President 180 g","
 Pieza De |
13,89 €/kg","2,50 €",,,
2238,"
Queso rallado para pasta Arla 150 g.","
 150 G. |
16,60 €/kg","2,49 €",,,5€ dto.
2239,"
Queso gouda loncheado Carrefour 150 g.","
 150 G. |
12,00 €/kg","1,80 €",,,
2240,,,,,,
2241,"
Delicias de verduras de tomate, calabacín y berenjena Bonduelle 300 g. ","
 300 G. |
10,00 €/kg","3,00 €",,,
2242,"
Pizza de jamón serrano Forno Di Pietra Buitoni 399 g.","
 399 G. |
9,35 €/kg","3,18 €",,,3x2
2243,"
Crepes jamón y queso Carrefour pack de 6 unidades de 50 g.","
 Pack 6x50 G. |
4,17 €/kg","1,25 €",,,
2244,"
Lasaña de jamón y queso La Cocinera 530 g.","
 530 G. |
6,96 €/kg",,"
3,95 €","
3,69 €",3x2
2245,"
Mini bombón helado Almond Magnum sin gluten 6 ud.","
 6 Ud. |
0,70 €/ud","4,20 €",,,
2246,"
Pizza de jamón Trigal 300 g.","
 300 G. |
3,33 €/kg","1,00 €",,,
2247,"
Conos con helado de nata Cornetto 6 ud.","
 6 Ud. |
0,60 €/ud","3,60 €",,,
2248,"
Pizza prosciutto Carrefour 330 g.","
 330 G. |
5,73 €/kg","1,89 €",,,
2249,"
Pizza barbacoa Carrefour 350 g.","
 350 G. |
5,40 €/kg","1,89 €",,,
2250,"
Pizza mozzarella Carrefour 340 g.","
 340 G. |
5,56 €/kg","1,89 €",,,
2251,"
Pizza 4 quesos Casa di Mama Dr. Oetker 395 g.","
 395 G. |
9,49 €/kg","3,75 €",,,3x2
2252,"
Pizza 3 quesos Trigal 300 g.","
 300 G. |
3,33 €/kg","1,00 €",,,
2253,"
Mini bombón helado Intense Dark Magnum 6 ud.","
 6 Ud. |
0,81 €/ud","4,85 €",,,
2254,"
Arroz 3 delicias con tortilla, surimi y cerdo 1 kg.","
 1 Kg. |
2,10 €/kg","2,10 €",,,
2255,"
Croquetas de cocido Carrefour 400 g.","
 400 G. |
4,12 €/kg","1,65 €",,,
2256,"
Lomos de merluza a la romana Pescanova 325 g.","
 300 G. |
10,92 €/kg","3,55 €",,,
2257,"
Pizza de salami Ristorante Dr. Oetker sin gluten 315 g. ","
 315 G. |
10,98 €/kg",,"
4,05 €","
3,46 €",3x2
2258,"
Salteado verduras campestre Findus-Salto 500 g.","
 500 G. |
5,80 €/kg","2,90 €",,,5€ dto.
2259,"
Mini empanadilla de atún Clavo 400 g.","
 400 G. |
2,70 €/kg","1,08 €",,,
2260,"
Helado de menta y chocolate Carrefour 1000 ml.","
 1000 Ml. |
4,78 €/kg","2,39 €",,,
2261,"
Arroz Milanesa Carrefour 500 g.","
 500 G. |
3,34 €/kg","1,67 €",,,
2262,"
Pizza margarita ecológica Carrefour Bio 310 g.","
 310 G. |
11,58 €/kg","3,59 €",,,
2263,"
Helado de chocolate negro con virutas Carrefour 1000 ml.","
 1000 Ml. |
4,20 €/kg","2,10 €",,,
2264,"
Buñuelos de Bacalao Carrefour 400 g.","
 400 G. |
5,00 €/kg","2,00 €",,,
2265,,,,,,
2266,"
Tartines Crujientes de Centeno Ecológicos Carrefour Bio 200g","
 200 G. |
8,05 €/kg","1,61 €",,,
2267,"
Filete 1ªA de añojo ecológico Carrefour Bio 500 g aprox","
 Envase De  500.0 G. Aprox |
14,99 €/kg","7,49 €",,,
2268,"
Pechuga de pollo ecológico Carrefour Bio 100 g","
 100 G |
27,50 €/kg","2,75 €",,,
2269,"
Pan de cereales con avena integral 100% ecológico Carrefour Bio 500 g","
 1 Ud |
5,00 €/kg","2,50 €",,,
2270,"
Zanahoria en rodaja ecológica Carrefour Bio 600 g.","
 600 G. |
3,48 €/kg","2,09 €",,,
2271,"
Perejil liso ecológico Carrefour Bio maceta 1 ud","
 1 Ud. |
1,39 €/ud","1,39 €",,,
2272,"
Bizcochos con huevos frescos ecológicos Carrefour Bio 125 g.","
 125 G. |
13,12 €/kg","1,64 €",,,
2273,"
Escalopines de salmón ecológico Carrefour Bio 270 g","
 270 Gr. |
44,41 €/kg","11,99 €",,,
2274,"
Masa de hojaldre ecológica Carrefour Bio 230 g.","
 230 G. |
9,35 €/kg","2,15 €",,,
2275,"
Estofado de añojo ecológico Carrefour Bio 500 g aprox","
 Envase De  500.0 G. Aprox |
11,90 €/kg","5,95 €",,,
2276,"
Queso gouda ecológico Carrefour Bio taco 200 g","
 200 G |
18,00 €/kg","3,60 €",,,3x2
2277,"
Crackers con aceitunas de romero ecológicos Carrefour Bio 200 g.","
 200 G. |
8,95 €/kg","1,79 €",,,
2278,"
Crackers de trigo sarraceno ecológicos Cereal Bio 185 g.","
 185 G. |
14,86 €/kg","2,75 €",,,
2279,"
Mejillón pasteurizado fresco cocido ecológico Carrefour Bio 800 g","
 800 G |
5,62 €/kg","4,50 €",,,
2280,"
Biscottes normales ecológicos Carrefour Bio 300 g.","
 300 G. |
7,33 €/kg","2,20 €",,,
2281,"
Pan de centeno integral con avena y semillas de lino ecológico Gerblé Bio 500 g.","
 500 G. |
6,40 €/kg","3,20 €",,,
2282,"
Langostino crudo ecológico Carrefour Bio 700 g.","
 700 G. |
11,71 €/kg","8,20 €",,,
2283,"
Patatas en dados ecológicas Carrefour Bio 600 g.","
 600 G. |
4,50 €/kg","2,70 €",,,
2284,"
Crackers minis con queso emmental y semillas de calabaza ecológicos Carrefour Bio 110 g.","
 110 G. |
19,09 €/kg","2,10 €",,,
2285,"
Crackers con emmental y pipas de calabaza ecológicos Carrefour Bio 200 g.","
 200 G. |
11,35 €/kg","2,27 €",,,
2286,"
Pan de centeno integral con semillas de girasol ecológico Gerblé Bio 500 g.","
 500 G. |
6,04 €/kg","3,05 €",,,
